Lost Art ID;Hersteller/Künstler/Autor:in;Datierung;Beschreibung;namen_neu;Q_Nummer;lat0;long0;lat1;long1;lat2;long2;lat3;long3;lat4;long4;lat5;long5
580689;Wollheim, Gert [Künstler:in];;;Gert Wollheim;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
303933;Schreyer, Adolf [Künstler:in];1860 [Datierung];;Adolf Schreyer;Q364184;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583911;Bassano, Leandro [Künstler:in];;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";Leandro Bassano;Q1349666;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
405197;Mondrian, Piet [Künstler:in];1926 [Datierung];signiert rechts unten PM 26, blau, gelb, schwarz, verschiedene hellgraue und weiße Töne;Piet Mondrian;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
612388;Slevogt, Max [Künstler:in];1917 [Datierung];Unten rechts signiert: Slevogt;Max Slevogt;Q703356;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
612391;Liebermann, Max [Künstler:in];1913 [Datierung];Ein Mann in braunen Gamaschen, grauem Anzug und Mütze schreitet, das Gewehr im Arm, zwischen sieben kleinen Hunden vor grünem Grund nach links hinüber. Bezeichnet M. Liebermann.;Max Liebermann;Q158062;52.516667;13.383333;42.5;12.5;52.516666666;13.383333333;52.366666666;4.883333333;51.225555555;6.776666666;48.1375;11.575
613359;Heyden, Jan van der [Künstler:in];1667 [Datierung];;Jan van der Heyden;Q370567;52.516667;13.383333;52.366666666;4.883333333;null;null;null;null;null;null;null;null
613366;Keller, Albert von [Künstler:in];;;Albert von Keller;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
613367;Veth, Jan Pieter [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Jan Pieter Veth;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
613393;Trübner, Wilhelm [Künstler:in];1880 [Datierung];Im Bilde rechts, von der Feldherrenhalle und Residenzstrasse her, kommt in Raupenhelmen die Wachtparade. Das Publikum, meist dem Arbeitsstande zugehörend, marschiert in breiten Reihen im Tritt vorweg auf dem Strassendamm, Männer, Mädchen, Kinder, alle in ganzer Figur. Rechts ein Schusterbub mit Damenstiefeln im Arm und die Zunge herausstreckend. Den Hintergrund links bildet das untere Stockwerk der königlichen Residenz. Bezeichnet rechts oben: W.Trübner München.;Wilhelm Trübner;Q461271;52.516667;13.383333;48.1375;11.575;null;null;null;null;null;null;null;null
613400;Beckmann, Max [Künstler:in];;Signiert: Beckmann F 25;Max Beckmann;Q164683;52.516667;13.383333;40.712777777;-74.006111111;52.516666666;13.383333333;47.374444444;8.541111111;51.507222222;-0.1275;48.856666666;2.352222222
619155;Baluschek, Hans [Künstler:in];1910 [Datierung];;Hans Baluschek;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
619338;Burger, Anton [Künstler:in];1862 [Datierung];Zwei Jäger mit Hunden in Dünenlandschaft, zwei Kinder als Zuschauer. Rechts unten bezeichnet: A. Burger 62;Anton Burger;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
619339;Scholderer, Otto [Künstler:in];;Ein Körbchen mit Kirschen, ein Glas Weißwein, zwei Birnen und drei Aprikosen auf Teller. Rechts unten voll bezeichnet;Otto Scholderer;Q465304;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
619343;Cuyp, Aelbert [Künstler:in];;Der schwarze Hahn steht in der Mitte nach links im Profil, links vor ihm drei helle Hühner, rechts vorn ein viertes dunkles. Bezeichnet links unten: A. Cuyp.;Aelbert Cuyp;Q313194;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
615924;Camoin, Charles [Künstler:in];1936 (vor) [Datierung];Hahn: Bezeichnet: Ch. Camoin;Charles Camoin;Q968285;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616198;Gogh, Vincent van [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Vincent van Gogh;Q5582;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;50.846666666;4.351666666;52.366666666;4.883333333;51.5706;4.6356
616200;Velde, Adriaen van de [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Adriaen van de Velde;Q367741;52.516667;13.383333;52.366666666;4.883333333;52.380277777;4.640555555;null;null;null;null;null;null
616202;Winterhalter, Franz Xaver [Künstler:in];;oval;Franz Xaver Winterhalter;Q168659;52.516667;13.383333;40.2;-3.5;50.641111111;4.668055555;48.856666666;2.352222222;66.416666666;94.25;49.016666666;8.4
616203;Winterhalter, Franz Xaver [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Franz Xaver Winterhalter;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616174;Fantin-Latour, Henri [Künstler:in];;signiert;Henri Fantin-Latour;Q310715;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;null;null;null;null;null;null
616176;Goya y Lucientes, Francisco José de [Künstler:in];1815-16 (ca.) [Datierung];späte Arbeit;Francisco José de Goya y Lucientes;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616190;Renoir, Auguste [Künstler:in];1866 [Datierung];"Signiert und datiert ab 1866 (Datum schwer lesbar; fälschlicherweise als 1886 oder 1888 angegeben)";Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616196;Siberechts, Jan [Künstler:in];;;Jan Siberechts;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616158;Bonington, Richard Parkes [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Richard Parkes Bonington;Q380395;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616159;Moretto, Alessandro [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Alessandro Moretto;Q43276725;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616160;Brodszky, Sándor [Künstler:in];;oval;Sándor Brodszky;Q7665260;52.516667;13.383333;48.1375;11.575;48.208333333;16.3725;null;null;null;null;null;null
616162;Canon, Hans [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Hans Canon;Q673664;52.516667;13.383333;48.7775;9.18;49.016666666;8.4;50.0875;14.421388888;48.208333333;16.3725;null;null
616164;Thomas, Grosvenor [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Grosvenor Thomas;Q1547571;52.516667;13.383333;53.833333333;-2.416666666;null;null;null;null;null;null;null;null
616169;La Hire, Laurent de [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Laurent de La Hire;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616171;Hondekoeter, Melchior de [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Melchior de Hondekoeter;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616175;Fragonard, Jean-Honoré [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Jean-Honoré Fragonard;Q127171;52.516667;13.383333;48.856666666;2.352222222;41.893055555;12.482777777;50.0875;14.421388888;51.05;13.74;48.208333333;16.3725
616177;Goya y Lucientes, Francisco José de [Künstler:in];1787 [Datierung];;Francisco José de Goya y Lucientes;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616178;Haité, George Charles [Künstler:in];;derzeit keine weiteren Angaben verfügbar;George Charles Haité;Q5537833;52.516667;13.383333;52.316666666;5.55;51.795833333;4.678333333;52.499444444;5.0675;null;null;null;null
616182;Markó, Ferenc [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Ferenc Markó;Q18602858;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616170;"Giorgione (Stil von) [Künstler:in]
De'Pitati, Bonifacio [Künstler:in]";1501/1600 [Datierung];Komposition mit vielen Figuren;Bonifacio Giorgione De (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616185;Munkácsy, Mihály von [Künstler:in];1875 [Datierung];;Mihály von Munkácsy;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616189;Peters, Matthew William [Künstler:in];;Möglicherweise lebensgroß;Matthew William Peters;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616191;Ribot, Théodule [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Théodule Ribot;Q20743642;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
615894;Aelst, Willem van [Künstler:in];;Hahn: darstellend reiche Barock-Wanduhr, Totenschädel und Rosen. Mit lateinischer Inschrift.Koch: Zweimal schenkte er [der Onkel Louis Koch] mir wertvolle Bilder, die einige Todessymbole zeigten und die er zufällig erworben hatte.;Willem van Aelst;Q553273;52.516667;13.383333;48.856666666;2.352222222;47.0;2.0;52.011666666;4.359166666;52.366666666;4.883333333;43.771388888;11.254166666
615903;Roederstein, Ottilie Wilhelmine [Künstler:in];1913 [Datierung];Hahn: Bezeichnet: O. W. Roederstein, Hofheim 1913.;Ottilie Wilhelmine Roederstein;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
615911;Roederstein, Ottilie Wilhelmine [Künstler:in];;Hahn: Bezeichnet: O. W. R.;Ottilie Wilhelmine Roederstein;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616485;Duvieux [Künstler:in];;Links signiert;Duvieux;Q106705273;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616486;Legros, Alphonse [Künstler:in];;Rechts signiert;Alphonse Legros;Q957538;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;52.366666666;4.883333333;51.655277777;-0.395833333;52.08;4.31
616487;Mondelet [Künstler:in];;"Signiert und datiert 18...; Kuppel des Val de Grâce, Blick auf die Rue de l'Abbée de l'Epée zwischen dem Boulevard Saint-Michel und der Rue Saint Jacques";Mondelet;Q105083298;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
615005;Vuillard, Edouard [Künstler:in];1899 [Datierung];Signiert: E. VUILLARD;Edouard Vuillard;Q65363129;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
615101;Renoir, Auguste [Künstler:in];;Detail einer Studie, nicht signiert;Auguste Renoir;Q12142552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
615075;Brianchon, Maurice [Künstler:in];1901/1945 [Datierung];derzeit keine weiteren Angaben verfügbar;Maurice Brianchon;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616502;Hondecoeter, Hans Claesz. de (zugeschrieben) [Künstler:in];;;Hans Claesz de Hondecoeter (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616504;Forain, Jean-Louis [Künstler:in];;;Jean-Louis Forain;Q719614;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616505;Forain, Jean-Louis [Künstler:in];;Rechts signiert;Jean-Louis Forain;Q719614;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616507;Bonigton (zugeschrieben/attributed) [Künstler:in];;Rechts signiert;Bonigton attributed (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616514;Cornilliet, Jules [Künstler:in];1867 [Datierung];"Signiert auf der linken Seite und datiert ""1867"".";Jules Cornilliet;Q20069380;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616515;Couture, Thomas [Künstler:in];;Signiert mit den Initialen auf der rechten Seite;Thomas Couture;Q326434;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616516;Couture, Thomas [Künstler:in];;Signiert mit den Initialen;Thomas Couture;Q326434;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616517;Couture, Thomas [Künstler:in];1851 [Datierung];Signiert mit den Initialen und datiert 1851;Thomas Couture;Q326434;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616518;Couture, Thomas [Künstler:in];;Signiert mit den Initialen auf der rechten Seite;Thomas Couture;Q326434;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616519;Dedreux, Alfred [Künstler:in];;;Alfred Dedreux;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616520;Dedreux, Alfred [Künstler:in];;Rechts signiert;Alfred Dedreux;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616521;Dedreux, Alfred [Künstler:in];1838 [Datierung];Signiert auf der linken Seite und datiert 1838;Alfred Dedreux;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
Lost Art ID;Hersteller/Künstler/Autor:in;Datierung;Beschreibung;HerstellerKünstlerAutor:in;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616522;Dedreux, Alfred [Künstler:in];;Links signiert;Alfred Dedreux;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616523;Dedreux, Alfred [Künstler:in];;Rechts signiert;Alfred Dedreux;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616524;Dedreux, Alfred [Künstler:in];1842 [Datierung];"Datiert ""1842"".";Alfred Dedreux;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616525;Dedreux, Alfred (zugeschrieben) [Künstler:in];;Rechts signiert;Alfred Dedreux (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616528;Devéria, Eugène [Künstler:in];;;Eugène Devéria;Q676001;52.516667;13.383333;52.316666666;5.55;null;null;null;null;null;null;null;null
616532;Fantin-Latour, Henri [Künstler:in];;;Henri Fantin-Latour;Q310715;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;null;null;null;null;null;null
616534;Franquelin, Jean Augustin [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Jean Augustin Franquelin;Q1684598;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616535;Galbert [Künstler:in];1878 [Datierung];derzeit keine weiteren Angaben verfügbar;Galbert;Q3094552;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616537;Giraud, Victor [Künstler:in];;Links signiert;Victor Giraud;Q728030;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616538;Giraud, Eugéne [Künstler:in];;Rechts signiert;Eugéne Giraud;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616543;Gœneutte, Norbert (zugeschrieben) [Künstler:in];;derzeit keine weiteren Angaben verfügbar;Norbert Gœneutte (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616545;Guillaumin, Armand [Künstler:in];1890/1895 [Datierung];Rechts signiert;Armand Guillaumin;Q436844;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616546;Guillaumin, Armand [Künstler:in];;Links signiert;Armand Guillaumin;Q436844;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616547;Hervier, Adolphe [Künstler:in];;Rechts signiert;Adolphe Hervier;Q18507690;52.516667;13.383333;48.856666666;2.352222222;null;null;null;null;null;null;null;null
616548;Julliard, G. [Künstler:in];;Links signiert;G Julliard;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616549;Landseer [Künstler:in];;"Signiert auf der rechten Seite und datiert ""72"".";Landseer;Q38950;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616550;Lecaron, Jules Achilles [Künstler:in];;Rechts signiert;Jules Achilles Lecaron;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
616552;Minartz [Künstler:in];;Rechts signiert;Minartz;Q72308450;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
580674;Schmidt, Wilhelm [Künstler:in];;;Wilhelm Schmidt;Q62827;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
574862;Steffeck, Carl Constantin Heinrich [Künstler:in];;bez.: K. St.gesattelt steht der Fuchs nach rechts vor grauer Mauer;Carl Constantin Heinrich Steffeck;Q896573;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
581550;Blechen, Karl [Künstler:in];;Am Ufer vier Boote, links zwei Männer an Feuer. Verzeichnet bei J. Kern: Karl Blechen St. 190. Ausgestellt in der Kunsthalle Bern Mai/Juni 1940;Karl Blechen;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
580660;Gogh, Vincent van [Künstler:in];;;Vincent van Gogh;Q5582;52.516667;13.383333;51.507222222;-0.1275;48.856666666;2.352222222;50.846666666;4.351666666;52.366666666;4.883333333;51.5706;4.6356
583658;Schmitz-Pleis, C. [Künstler:in];;bezeichnet;C Schmitz-Pleis;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
586509;Vosmaer, Daniel [Künstler:in];1654 [Datierung];auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Daniel Vosmaer;Q553098;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
469958;El Greco [Künstler:in];;gerahmt, als Originalarbeit von Greco in Sevilla erworben;El Greco;Q301;52.516667;13.383333;41.893055555;12.482777777;45.439722222;12.331944444;40.416944444;-3.703333333;39.866666666;-4.033333333;null;null
308797;Bemmel, Willem von [Künstler:in];;;Willem von Bemmel;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
276028;Thoma, Hans [Künstler:in];1876 [Datierung];Bezeichnet: H. Th. (ligiert) 76. Abgeb. Bei Thode, Thoma (Klassiker d. Kunst), S. 94. Ausgestellt in Berlin u. London;Hans Thoma;Q678094;52.516667;13.383333;49.016666666;8.4;null;null;null;null;null;null;null;null
592017;Klimt, Gustav [Künstler:in];1899 [Datierung];"nach Weidinger, Nr. 130: Schubert am Klavier, Datierung: 1899, Ort: urspr. Musikzimmer, Palais Dumba, Wien I, Parkring 4, Foramt: 150 x 200 cm, Technik: Öl auf Leinwand, bez. M. r.: ""GUSTAV KLIMT"", Provenienz: Nikolaus Dumba, Wien; August und Serena Lederer, Wien; Erich Lederer, Genf;Ausstellungen: Wien (Secession, III. Ausst.) 1899, Nr. 131; Dresden (Internationale Kunstausst.) 1901, Nr. 355; Düsseldorf (Kunstpalast, Deut. Nationale Kunstausst.) 1902, Nr. 546; Wien (Secession, XVIII. Ausst.) 1903/04, Nr. 24; Wien (Secession) 1923 (Abb. S. LV); Wien (Secession, XCIX. Ausst.) 1928, Nr.6; Wien (Neue Galerie, XXIII. Ausst.) 1926 (ohne Kat.); Wien (Secession) 1936, Nr. 6; Wien (Ausstellungshaus Friedrichstraße, ehemalIge Secession) 1943, Nr. 22 (Abb.2)";Gustav Klimt;Q34661;52.516667;13.383333;51.507222222;-0.1275;50.846666666;4.3525;45.439722222;12.331944444;48.208333333;16.3725;43.771388888;11.254166666
573860;Giordano, Luca [Künstler:in];;Bustbild eines Mädchens im kindlichen Alter, der Kopf links seitwärts geneigt, einen Kranz lebhaft farbiger Blumen im dunklen Lockenhaar. Leicht übergeworfenes rotbraunes Kleid, Palmzweig in der zur Brust erhobenen Rechten. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 17;Luca Giordano;Q332494;52.516667;13.383333;41.893055555;12.482777777;45.695;9.67;45.439722222;12.331944444;43.771388888;11.254166666;40.835833333;14.248611111
475816;Menzel, Adolph [Künstler:in];1854 [Datierung];bez. o. l.: A. Menzel 54;Adolph Menzel;Q50116396;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
302434;Trübner, Wilhelm [Künstler:in];1912 [Datierung];signiert und datiert 1912;Wilhelm Trübner;Q461271;52.516667;13.383333;48.1375;11.575;null;null;null;null;null;null;null;null
586499;Velde, Willem van de (1633) [Künstler:in];;"eine schon stark mitgenommene Fregatte mit teilweise gesplitterten Masten wird vom Sturm auf Felsklippen links geworfen. Rechts vorn ein Segelboot, das sich aus der Brandung heraushält; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Willem van de Velde;Q1219458;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
581583;Krüger, Franz [Künstler:in];;Reitpferd und Windhunde in einem Treppenhaus. Vgl. Nr. 327 der Auktion bei der Galerie Fischer, Luzern vom 21.03.1942 Lithographie dazu von Meyerheim. Stammt aus der Sammlung Brose.;Franz Krüger;Q568298;52.516667;13.383333;52.516666666;13.383333333;59.95;30.316666666;null;null;null;null;null;null
405735;Liebermann, Max [Künstler:in];1913 [Datierung];bez. oben links: Max Liebermann;Max Liebermann;Q158062;52.516667;13.383333;42.5;12.5;52.516666666;13.383333333;52.366666666;4.883333333;51.225555555;6.776666666;48.1375;11.575
576419;Rumpf, Paul Emil [Künstler:in];;"Quelle: D - HHStaW, Abt. 460 LG Ffm 2 WiK 6223D - HHStaW, Abt. 460 LG Ffm 2 WiK 6223; ""Aufstellung, über das in der Villa des Herrn Rudolf von Goldschmidt-Rothschild, Königstein in Taunus gewesene Inventar usw."" S.9. In: D - HHStaW, Abt. 460, LG Ffm 2 WiK 3357-58.";Paul Emil Rumpf;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
582646;Laurencin, Marie [Künstler:in];;bezeichnet: M. Laurencin;Marie Laurencin;Q233088;52.516667;13.383333;43.571666666;-0.929722222;null;null;null;null;null;null;null;null
596161;Schalcken, Godfried [Künstler:in];;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel; aus einer Fensterbrüstung mit rotem Vorhang und Weinlaub lehnt sich ein junges Mädchen mit brennender Kerze in der Hand. Unter der Brüstung ein stuckierter Puttenfries. Rechts ein Vogelbauer";Godfried Schalcken;Q874868;52.516667;13.383333;51.507222222;-0.1275;51.225555555;6.776666666;51.795833333;4.678333333;52.08;4.31;52.16;4.49
579009;Hamilton, Johann Georg de [Künstler:in];1700/1730 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
578964;Hamilton, Johann Georg de [Künstler:in];1709 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
585614;Ruisdael, Jacob Isaackszoon van [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Jacob Isaackszoon van Ruisdael;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
583915;"Beerstraten, Jan Abrahamsz (1622 - der Ältere) [Künstler:in]
Beerstraten, Anthonie van [Künstler:in]";1637/1666 [Datierung];"Großes Hafenbild, Marine; monogrammiert und datiert A. B. 1664 (Lempertz-Kat.);auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
580191;Liebermann, Max [Künstler:in];1908 [Datierung];Ganzfigur eines Mannes, halb nach rechts gedreht, in Mantel mit Mütze und Stock;Max Liebermann;Q158062;52.516667;13.383333;42.5;12.5;52.516666666;13.383333333;52.366666666;4.883333333;51.225555555;6.776666666;48.1375;11.575
416174;Lessing, Karl Friedrich [Künstler:in];;;Karl Friedrich Lessing;Q821537;52.516667;13.383333;52.516666666;13.383333333;49.016666666;8.4;51.225555555;6.776666666;null;null;null;null
583646;Pohle, Hermann [Künstler:in];;bezeichnet;Hermann Pohle;Q1430633;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
594422;Rotari, Pietro Antonio (Conte) [Künstler:in];;verso ggfs. alte Schlossinventarnummern und Besitzvermerke: Königlich-sächsische Secondogenitur oder Königliche Garde-Meubles-Verwaltung;Pietro Antonio Conte Rotari;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
594429;Rotari, Pietro Antonio (Conte) [Künstler:in];;verso ggfs. alte Schlossinventarnummern und Besitzvermerke: Königlich-sächsische Secondogenitur oder Königliche Garde-Meubles-Verwaltung;Pietro Antonio Conte Rotari;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
460545;Wislicenus, Max [Künstler:in];;links unten signiert;Max Wislicenus;Q112218;52.516667;13.383333;51.05;13.74;51.11;17.0325;null;null;null;null;null;null
596576;Grosz, George [Künstler:in];1915 [Datierung];"""Cafészene: Ober, zwei kleine Pils""; verso auf der Leinwand signiert, datiert und bezeichnet: „GROSZ/1915/SüdEnde""; vom Künstler durchgestrichene Beschriftung (nicht lesbar); Leinwand mit Schablonen gestempelt: ""1O'und,F""; verso auf dem Keilrahmen signiert: ""GROSZ""; Nummer von fremder Hand in blauer Kreide: ,k.c.682I‘";George Grosz;Q107194;52.516667;13.383333;40.712777777;-74.006111111;52.516666666;13.383333333;51.05;13.74;40.868055555;-73.426111111;null;null
592012;Klimt, Gustav [Künstler:in];1916 [Datierung];"nach Weidinger, Nr. 235: Wally, Datierung: 1916, Format: 110 x 110 cm, Technik: Öl auf Leinwand, bez. I. u.: »GUSTAV / KLIMT« , August und Serena Lederer, Wien; Elisabeth Bachofen-Echt, Wien Ausstellungen: Wien (secession) 1936, Nr. 2 (Leihgabe Sammlung Lederer)";Gustav Klimt;Q34661;52.516667;13.383333;51.507222222;-0.1275;50.846666666;4.3525;45.439722222;12.331944444;48.208333333;16.3725;43.771388888;11.254166666
469973;Robert, Hubert [Künstler:in];;;Hubert Robert;Q548205;52.516667;13.383333;48.856666666;2.352222222;41.893055555;12.482777777;null;null;null;null;null;null
595969;Fragonard, Jean-Honoré [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Jean-Honoré Fragonard;Q127171;52.516667;13.383333;48.856666666;2.352222222;41.893055555;12.482777777;50.0875;14.421388888;51.05;13.74;48.208333333;16.3725
573910;Friedrich, Caspar David [Künstler:in];1816/1818 (um) [Datierung];SeestückQuelle: D - NLA HA, Hann. 152, Acc. 2006/013, Nr. 43.;Caspar David Friedrich;Q104884;52.516667;13.383333;51.05;13.74;48.208333333;16.3725;55.676111111;12.568888888;53.556944444;13.260833333;54.083333333;13.383333333
579070;Oelenheinz, August Friedrich [Künstler:in];1979 [Datierung];Literatur: Proměny zámku a parku Červený Dvůr, Kateřina Cichrová (ed.) (ISBN 978-80-87890-27-1), mit Abb.;August Friedrich Oelenheinz;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
596171;de Wit (de Witte), ? [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;de Wit de Witte (?);;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
302420;Hagen, Theodor Joseph [Künstler:in];;links unten signiert;Theodor Joseph Hagen;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
584921;Longhi, Alessandro [Künstler:in];;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Alessandro Longhi;Q1855242;52.516667;13.383333;45.439722222;12.331944444;null;null;null;null;null;null;null;null
596170;"Wijck, Thomas [Künstler:in]
Liss, Johann [Künstler:in]";;"auf der Rückseite Aufkleber mit Inventarnummer und Siegel; lagernde Soldaten bei einer Mauerruine rechts, an die sich ein Marketenderzelt anlehnt. In diesem Zelt zechende Soldaten. Rechts vor Grotte Soldatengruppe und zwei stehende Offiziere, daneben Häufung von Waffenstücken";;;52.516667;13.383333;null;null;null;null;null;null;null;null;null;null
578999;Hamilton, Johann Georg de [Künstler:in];1713 [Datierung];"Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.; The Hamilton Brothers- aristocratic hunting paintings in the 18th Century“, Ludmila Ourodová-Hronková (ISBN 978-80-85033-73-1), mit Abb.";Johann Georg de Hamilton;Q12059431;52.516667;13.383333;52.516666666;13.383333333;50.846666666;4.351666666;48.208333333;16.3725;null;null;null;null
