Lost Art ID;Hersteller/Künstler/Autor:in;Titel;Datierung;Beschreibung;namen_neu;Q_Nummer;datum_neu;anzahl_artworks
297580;Leibl, Wilhelm Maria Hubertus [Künstler:in];Bildnis Kreistierarzt Reindl;1890 [Datierung];"rechts unten W. Leibl 90; Waldmann: Leibl 1930 Nr. 197";Wilhelm Maria Hubertus Leibl;;1890;4.0
583648;Poniecki, F. [Künstler:in];Hasenjagd;;bezeichnet;F Poniecki;;;1.0
584926;Luttichuijs, Isaack [Künstler:in];Echtgenorte van Danckert Danckertzoon (Mevr. Donkertz.) / Gattin von D. Danckertzoon;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Isaack Luttichuijs;;;1.0
469974;Rode, Bernhard [Künstler:in];Rastende Wanderer;;Unter hohen, Bäumen bestandenen Felsen zwei Männer, eine Frau und zwei Kinder, links Ausblick auf ein weites Tal, von Bergen begrenzt;Bernhard Rode;Q465314;;1.0
577684;Masereel, Frans [Künstler:in];Seemann mit Frau (Le bone pipe);1928 [Datierung];"bez. unten rechts: F. M. 1928; in einer markant mauernden Malweise baut sich in rhythmischer Fleckenschichtung das Bild auf, erreicht aber in der Abstufung seiner Töne von der Fläche her zugleich eine massige Raumwirkung. Die Farbtönungen sind alle zu Grau gebrochen, sodass eine große Vereinheitlichung erreicht ist. An grüner Wand links, vor der ein Stuhl steht, lehnt ein Schiffer mit blauem Sweater und grauen Hosen, die Pfeife rauchend, neben ihm ein Schiffermädchen. Im Hintergrund schließt der mächtige Schiffsleib eines Dampfers auf Dock ab, über dem breite Schiffschlote sichtbar werden. Etwas stockendes, das vor allem auch in der suggestiv vermittelten Atmosphäre mit ihrer drückenden Feuchtigkeit beruht, die darin gleichsam aufgehende Gebundenheit der Menschen, macht das Bild zu einer überzeugenden Interpretation gestaltend erlebter Arbeitswirklichkeit.";Frans Masereel;;1928;1.0
584396;Codde, Pieter Jacobsz. [Künstler:in];Interieur;;"Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"").";Pieter Jacobsz Codde;;;1.0
591977;Guardi, Francesco de' (Art des) [Künstler:in];Ansicht auf Santa Maria de Salute in Venedig;;Karteikarte Nr. 120: Art des Francesco Guardi , Öl auf Leinwand, Ansicht auf Santa Maria de Salute in Venedig;Francesco de Guardi (?);;;1.0
579050;Schönberger, Lorenz Adolf [Künstler:in];Blick auf das Schloss Hluboká von Zámostí;1800 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Lorenz Adolf Schönberger;Q19569538;1800;4.0
578960;Hamilton, Philipp Ferdinand de [Künstler:in];Der Jäger fängt einen weissen Hasen und Vögel;1700/1730 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Philipp Ferdinand de Hamilton;Q3379112;1700;5.0
583656;Schmidt, ? [Künstler:in];Schlittenfahrt;;unbezeichnet;Schmidt (?);Q18868;;1.0
448973;Courbet, Gustave [Künstler:in];Flusslandschaft mit Felsen und Raubvogel;;"Quelle: PL - AP Wrocław, RW, I/9971; I/16886.";Gustave Courbet;Q34618;;15.0
302425;Mense, Carl [Künstler:in];Stillleben mit Brot / mit Blumentopf;1925 (um) [Datierung];signiert rechts unten: C. Mense;Carl Mense;;1925 (?);1.0
583613;Jakobsen, Sophus [Künstler:in];Flußlandschaft im Mondenschein;;unbezeichnet;Sophus Jakobsen;;;2.0
583622;Liesegang, Helmuth [Künstler:in];Ansicht von Nieuport;;bezeichnet;Helmuth Liesegang;Q17712883;;1.0
469969;Nattier, Jean Marc [Künstler:in];Danae;;;Jean Marc Nattier;;;4.0
592006;Klimt, Ernst (1864) [Künstler:in];Molieretheater (Skizze für das Plafond des Burgtheaters);1886–1887 [Datierung];nach BDA Wien Restitutionsmaterialien Karton 9 Karteikarte Sammlung Lederer Nr. 94: Ernst Klimt, Öl auf Leinwand, Molieretheater (Skizze für das Plafond des Burgtheaters);Ernst Klimt;Q1358994;1886–1887;2.0
592692;Moll, Carl [Künstler:in];Praterlandschaft (Allee im Prater);1905 (um) [Datierung];bez. unten links: CMOLL;Carl Moll;Q697780;1905 (?);1.0
579069;Oelenheinz, August Friedrich [Künstler:in];Portrait der Fürstin Pauline zu Schwarzenberg;1797 [Datierung];Literatur: Proměny zámku a parku Červený Dvůr, Kateřina Cichrová (ed.) (ISBN 978-80-87890-27-1), mit Abb.;August Friedrich Oelenheinz;;1797;3.0
586496;Vallayer-Coster, Anne [Künstler:in];Stilleven / Stillleben;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Anne Vallayer-Coster;Q468772;;2.0
586855;Matýsek, Petr. P. [Künstler:in];Porträt eines Mannes;;;Petr P Matýsek;;;2.0
573676;Schiele, Egon [Künstler:in];Mödling I (Graue Stadt);;"nach Werkverzeichnis Kallir: KP No: 299; Titel: Mödling I (Gray City)-Mödling I (Graue Stadt); Nirenstein 152 Kallir 215 Leopold 269; Signiert und datiert, unten rechts. 43 X x 55 li"" (110.1 x 140.1 cm). Zerstört im Zweiten Weltkrieg. Kallir Provenienz: Gekauft vom Künstler; August & Serena Lederer; Ausstellungen: München, 1917, no. 6; Secession, Wien, März, 1918, no. 12, ill.; Wien, 1920, no. 78; Galerie Würthle, Wien, 1925, no. 31, ill.; The Hague, 1927, no. 27; Hagenbund/Neue Galerie, Wien, 1928, no. 63; Paris, 1937, no. 490; Bern, 1937, no. 41; Literature: Kurt Gerstenberg, ""Die Künstler und diese Zeit"", Deutsche Kunst und Dekoration (Nov. 1917), p. 114; Lanyi postcard, c. 1917-20; Roessler, 1918, after p. 60; Deutsche Kunst und Dekoration, 1919, p. 229; Karpfen, 1921, pI. 25; Österreichische Bau- und Werkkunst, 1925, p. 13; Roessler, Erinnerungen (1948 edition only), after p. 81; Das Kunstwerk, 1951, p. 27; Malafarina, 1982, no. 296; Nebehay, 1989, fig. 138; Comments: Schiele beendete das Werk am 20. März 1916 (Nebehay. 1979, #895). Kauf durch Lederer kurz danach, wurde (erfolglos) zum Weiterverkauf durch Guido Arnot angeboten für 2,000 Kronen im November (ibid.,#1142). Schiele kam auf das Motiv (kleine STadt bei Wien) zuletzt 1918 zurück. See: P. 333, 334";Egon Schiele;Q44032;;1.0
297591;Trübner, Wilhelm [Künstler:in];Einfahrtsweg zum Stift Neuburg bei Heidelberg;1913 [Datierung];rechts unten W. Trübner 1913;Wilhelm Trübner;Q461271;1913;12.0
584885;Houckgeest, Gerard [Künstler:in];Kerkinterieur te van de Nieuwe Kerk te Delft met praalgraf Prins Willem I. / Kircheninneres;;"Signiert und monogrammiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Gerard Houckgeest;Q1935857;;1.0
586958;Brown, John Lewis [Künstler:in];Flusslandschaft;1873 [Datierung];im Vordergrund Pferde und Reiter nach Verlassen der Fähre. Bezeichnet: John Lewis Brown 73. G.R.;John Lewis Brown;Q3180832;1873;1.0
257536;Felixmüller, Conrad [Künstler:in];Herbst in Klotzsche;1920 [Datierung];"bez. u. l.: Felixmüller; auf der Rückseite ""Das eingeschlafene Modell II"", 1940 (WVNr. 847)Literatur: Spielmann, 1996, WVNr. 223 (Abb.)Ausstellungen: Conrad Felixmüller, 1921, Frankfurt/Main, Kat.-Nr. 22; Conrad Felixmüller, 1921, Hannover, Kat.-Nr. 214; Conrad Felixmüller, 1921, Berlin, Kat.-Nr. 6";Conrad Felixmüller;;1920;4.0
581567;Brendel, Albert Heinrich [Künstler:in];Schafe, in den Stall gehend;;Schafe in den Stall gehend. Im Hintergrund Hoftor mit zwei Pferden und Reiter. Rechts unten bezeichnet: A. Brendel, Barbizon;Albert Heinrich Brendel;Q878600;;1.0
308022;Ollivier, Michel Barthélemy [Künstler:in];Parkszene;1701/1800 [Datierung];Auf einer Waldlichtung rauchender Herr in rotem Rock mit weißgekleideter Dame, die ein Glas hält. Rechts schlafende Frau und halb aufgerichteter Kavalier. Goldrahmen.;Michel Barthélemy Ollivier;;1701;1.0
271805;Röth, Philipp [Künstler:in];Landschaft;;"Das Format des Bildes wurde in einem Verzeichnis des ursprünglichen Eigentümers ausdrücklich nicht als ""klein"" angegeben, wobei in einem anderen Fall eine Bildgröße von 39 x 29 cm nicht als klein galt.In einer Beschlagnahmeliste wurde das Bild unter der Nummer ""25"" registriert. Diese Nummer könnte auch auf der Rückseite des Bildes notiert worden sein.";Philipp Röth;Q2087140;;1.0
583022;Dumont, Pierre [Künstler:in];Kathedrale von Rouen (La cathédrale de Rouen);;;Pierre Dumont;Q674956;;1.0
586487;Tintoretto, Jacopo [Künstler:in];Aanbidding der herders / Anbetung der Hirten;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Jacopo Tintoretto;Q9319;;4.0
583608;Höfelich, A. [Künstler:in];Hofansicht eines oberbayerischen Landhauses;;Mit Frau und Kindern, bezeichnet;A Höfelich;;;1.0
527260;Grützner, Eduard [Künstler:in];Falstaff in halber Figur, in einem Sessel sitzend;1906 [Datierung];signiert und datiert, mit lachendem Gesicht hält er in den Händen eine Kanne, er trägt ein braunes Gewand und ebensolchen Turban;Eduard Grützner;;1906;1.0
308730;Pulzone, Scipione [Künstler:in];Prinzessin Gonzaga mit zwei Kindern;;Die sitzende Prinzessin in dunklem Gewand mit weißer Halskrause ist nach rechts gewandt und blickt nach vorn aus dem Bilde heraus. Links vor ihr ein Knabe in blauem Gewand mit weißer Halskrause, der nach rechts blickt. Auf dem Schoß der Dame ihre von gesehene kleine Tochter in hellem Kleid, die in der linken Hand einen Apfel hält. Links grüner Vorhang. Dunkelgrauer Grund. Braungoldener Rahmen.;Scipione Pulzone;Q2632216;;1.0
448975;Raffaelli, Jean Francois [Künstler:in];Straßenbild;;;Jean Francois Raffaelli;;;2.0
583611;Ibing, ? [Künstler:in];Glasschale mit Früchten;;bezeichnet;Ibing (?);Q1655860;;1.0
584852;Koekkoek, Marinus Adrianus [Künstler:in];Schiffe auf See / Schepen op zee;1825-1868 [Datierung];"Verso: ""19271""";Marinus Adrianus Koekkoek;;1825;1.0
585256;Roland de la Porte, Henri Horace [Künstler:in];Muzikstilleven / Musikstillleben;;Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.;Henri Horace Roland de la Porte;;;1.0
574791;Feininger, Lyonel [Künstler:in];Longueil (Normandie);1909 [Datierung];"Literatur: National-Galerie (Hrsg.), Ausstellung neuerer deutscher Kunst aus Berliner Privatbesitz. Ausstellung April 1928. Berlin 1928; Lyonel Feininger. Ausstellung in der National-Galerie. Berlin 1931. Kat. Nr. 8; Exhibition of the 20th Century (banned) German Art. New York 1939. Kat. Nr. 12; US - Museum of Modern Art Archives, Nr. CV VII, On Consigment, (""2981 (1941) Feininger Longeuil, Normandie Oil""); US - Museum of Modern Art Archives, Nr. CV Feininger, 1952, 1954, Blatt 21, 22 (""Oils / 1909 / 1 Longeuil 31 1/2 x 39 3/4 / 1800""); US - Museum of Modern Art Archives, Nr. CV I. ""Closing Exh. 1955"" (Curt Valentin Gallery: Closing Exhibition. Sculpture, Paintings and Drawings. June 8, 1955. Lot 27 / 3500 / Longueil, Normandie / 1909, Oil, 21 1/2 x 29 ##""); 1921 [1922]Quelle: D - ZA SMB, I/NG 731, Feininger-Ausstellung 1931; Geschäftsbuch der Galerie Nierendorf, Galerie Nierendorf. (4.5.38 an Buchthal); D - ZA SMB, I/NG 719, Blatt 45";Lyonel Feininger;Q158255;1909;1.0
573859;Pedrini, Giovanni [Künstler:in];Maria mit dem Jesuskind;;Kniefigur, sitzend, rotes Kleid, blauer Mantel, der über den blondlockigen Kopf geschlagen ist. Auf dem Schoß hält sie das nackte Kind, das ein vor ihm stehendes Schaflamm an den Ohren fasst. Links oben Lanschafsdurchblick mit Reitern.;Giovanni Pedrini;;;1.0
308813;Loo, Jean-Baptiste Van [Künstler:in];Moses vor dem brennenden Dornbusch;;;Jean-Baptiste Van Loo;;;1.0
574793;Jaeckel, Willy [Künstler:in];Knabenbildnis;1926 [Datierung];"Literatur: National-Galerie (Hrsg.), Zweite Ausstellung deutscher nach-impressionistischer Kunst aus Berliner Privatbesitz. Berlin Juli 1928. Kat. Nr. 92; Dagmar Klein, Der Expressionist Willy Jaeckel (1888 - 1944). Gemälde. Biographie. Künstlerbriefe. Köln 1990. Kat. Nr. 221Quelle: John Lowden, Hugo Herbert Buchthal. In: Proceedings of the British Academy. 105(2000), S.309-336, hier S.312;";Willy Jaeckel;;1926;2.0
583914;Beechey, William [Künstler:in];Meisje met hondje / Mädchen mit Hund;1836 [Datierung];"Portrait de Jeune Fille; signiert und datiert 1836, monogrammiert W-B. 1839 (acc. To Lempertz);auf der Rückseite Aufkleber mit Inventarnummer und Siegel (siehe PDF ""GoudstikkerArtResearchProject.PDF"")";William Beechey;Q48566;1836;1.0
410142;Macznik, Jakob [Künstler:in];Stillleben mit Früchten;1922/1943 [Datierung];Stilleben mit zwei Krügen, der grau-weiße, größere mit Blumenstrauß, der zweite ockerfarbend. Davor auf einem weißen Tischtuch ein Teller mit Weintrauben und Äpfeln. Roter Hintergrund. Vergoldeter Rahmen. Unten rechts signiert.;Jakob Macznik;;1922;1.0
257589;Steinhardt, Jakob [Künstler:in];Juden/Heimkehr aus der Synagoge;1921 [Datierung];signiert und datiert: rechts unten;Jakob Steinhardt;;1921;1.0
576517;Corinth, Lovis [Künstler:in];Wilhelmine am Flügel/ Mine am Klavier;1918 [Datierung];"falscher Titel: Marianne am Klavier Quelle: Charlotte Berend-Corinth, Béatrice Hernad: Lovis Corinth, die Gemälde. Werkverzeichnis. München 1992. Kat. Nr. 735; Sächsischer Kunstverein (Hrsg.): Dresden. Ausstellung ""Neuere Kunstwerke aus Dresdner Privatbesitz"". Ausstellung vom 11.03. bis Mitte Mai 1929. Dresden 1929. Kat. Nr. 476; AT – BDA, Archiv des Bundesdenkmalamts Wien, Restitutionsmaterialien, Mappe Sigmund Waldes, Karton 48/3";Lovis Corinth;Q157610;1918;7.0
586784;Habermann, Hugo von (Freiherr) [Künstler:in];Porträt einer Dame;;;Hugo von Freiherr Habermann;;;2.0
522250;Vrancx, Sebastian [Künstler:in];Soldaten;;Stern indicates in a letter to Dr. Hans Schneider dated September 3, 1936 that he owns this painting along with three others. The photograph sent by Stern to Schneider (BD0328, Z. Nederlanden 16de eeuw, Landschappen 2, S. Vrancx (5)) is attached to card stock with the following notes: “S. Vrancx / P. 45,5 x 54,5 c.M. / 1936 Gal. Stern, Düsseldorf.”;Sebastian Vrancx;Q74887288;;1.0
584745;Fantin-Latour, Henri [Künstler:in];Rozen / Rosen;;Signiert;Henri Fantin-Latour;;;7.0
576178;Cuyp, Jacob Gerritsz. [Künstler:in];Schafe fütterndes Kind;;signiert, zwei SchafeQuelle: WGA Akte;Jacob Gerritsz Cuyp;;;1.0
586414;Schönn, Alois [Künstler:in];Hof in Palermo;;"signiert; Szene im Hof, Figuren, Tauben, ein Pasio in Italien, viel Sonne";Alois Schönn;Q2650452;;1.0
308726;Perroneau, Jean-Baptiste [Künstler:in];Bildnis eines Malers;;Der in ein blaues Gewand gekleidete Herr in weißer Perücke blickt den Beschauer an. In der rechten Hand hält er ein blaues Buch und einen Zeichenstift. Hellgrauer Grund. Goldener Rahmen. Aus Pariser Besitz.;Jean-Baptiste Perroneau;;;1.0
5000000445;Calvaert, Denys [Künstler:in];Religiöse Szene (Religiöser Kampf);;;Denys Calvaert;Q544264;;1.0
308027;Robert, Hubert [Künstler:in];Architekturstücke;;Dunkle, tonnengewölbte Halle, die auf eine geöffnette Kuppel zuführt. Vorn breite Freitreppe, flankiert von Sitzplastiken. Reiche Staffage. Brauner Rahmen. Ehemals Hamburg, Sammlung Mandl.;Hubert Robert;Q548205;;6.0
583661;Siekmeyer, L. [Künstler:in];Bildnis einer lesenden Dame;;bezeichnet;L Siekmeyer;;;3.0
586478;Teniers, David (2) [Künstler:in];Boerenvrijage / Liebe auf dem Lande;;"Fete de village. Danse de paysans devant une auberge; signiert; Links im Vordergrund ein Mann, der eine Dudelsackpfeife spielt, und ein Mann und eine Frau. Der Mann hält eine Hand der Frau. Seine andere Hand liegt um ihre Schultern, ein Wirtshaus, vor dem mehrere Leute tanzen, während andere sie umhertanzen, rechts von den Tänzern unterhalten sich die Leute zusammen und sitzen an einem Tisch; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";David Teniers;Q405023;;3.0
594411;Müller, Adolf [Künstler:in];Vier kleine Ölgemälde;;mit Darstellungen der vier Jahreszeiten, figurenreiche Rokokoszenen in Landschaft;Adolf Müller;;;1.0
586514;Wet, Jacob Willemsz de (der Ältere) [Künstler:in];Bijbelsche Voorstelling / Biblische Szene (Die Gerechtigkeit des Kaisers Otto);;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Jacob Willemsz de Wet the Elder;Q578224;;2.0
573869;Moretto, Alessandro [Künstler:in];Verlobung der heiligen Katharina;;Die jugendlich reich gekleidete Heilige steht, Profil nach links, in grauem buschigem Seidenkleid vor der hinter ihr vor einem Gemäuer sitzenden Madonna, die ein purpurrotes Kleid, weißes Kopf- und Brusttuch, blauen und olivfarbenen Umhang trägt und ihre Linke um die Schulter der Heiligen, ihre Rechte um das nackte auf ihrem rechten Knie sitzende Jesuskind legt. Dieses reicht der Heiligen die Märtyrerpalme und wird von ihr mit ehrfurchtscheuer Hand geliebkost. Hinter der Madonna öffnet sich eine grüne Berglandschaft. Anitker Holzgeschnitzter Goldrahmen. Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 33;Alessandro Moretto;;;2.0
586417;Becker, ? [Künstler:in];Das Briefduett aus Figaro's Hochzeit;;signiert;Becker (?);Q223943;;1.0
579058;Gauermann, Friedrich [Künstler:in];View Jahreszeiten - Frühling;1860 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Friedrich Gauermann;Q669760;1860;4.0
271801;Levy, Rudolf [Künstler:in];Blumenstück;1922 [Datierung];derzeit keine weiteren Angaben verfügbar;Rudolf Levy;;1922;2.0
583581;Bochmann, Gregor von [Künstler:in];Estnischer Bauer;;bezeichnet;Gregor von Bochmann;;;1.0
585265;Rigaud, Hyacinthe [Künstler:in];"Herrenportret; Mansportret; Robert Le Peletier des Forts / Herrenporträt";;Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.;Hyacinthe Rigaud;Q49898;;3.0
586416;Kupfer, Johann Michael [Künstler:in];Zwei Genreszenen;;signiert;Johann Michael Kupfer;Q1695562;;1.0
584935;Maris, Jacob Henricus [Künstler:in];Stadgezicht Amsterdam / Ansichtvon Amsterdam;;"signiert; auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jacob Henricus Maris;;;2.0
578957;Vos, Paul de [Künstler:in];Hunde und eine Katze in einem Schlachthof;1650/1700 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Paul de Vos;Q2610964;1650;1.0
586494;Vadder, Lodewyk de [Künstler:in];Landschap / Waldlandschaft mit Hirten und Vieh;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Lodewyk de Vadder;;;1.0
579056;Zimmermann, (?) [Künstler:in];Alpine Landschaft;1850 [Datierung];Literatur: Hradní Muzeum Český Krumlov (ISBN 978-80-85033-29-8), mit Abb.;Zimmermann (?);Q203704;1850;1.0
581591;Mignon, Léon [Künstler:in];Zwei nackte Frauen;;Aktstudien zweier nackter Frauen. Oben zweimal bezeichnet: L. Mignon;Léon Mignon;Q3271202;;1.0
586853;Flatter, Joseph Otto [Künstler:in];Porträt;;;Joseph Otto Flatter;Q131937956;;3.0
581582;Krüger, Franz [Künstler:in];Zwei Sonntagsreiter;;Vorn zwei Reiter, der Hagere auf einem Pony, der Feiste auf einem Fuchs, im Hintergrund weitere Reiter. Rückseitig Echtheitsbestätigung von Prof. Dr. G. J. Kern. Stammt aus der Sammlung Brose. Vgl. Lithographie dazu von Meyerheim Nr. 328 der Auktion bei der Galerie Fischer, Luzern, vom 21.03.1942. Vgl. Weidmann: Franz Krüger, Abb. S. 31;Franz Krüger;Q568298;;5.0
587147;Canaletto, Antonio (Art des / style of ?) [Künstler:in];Der Canal Grande in Venedig mit mehreren Gondeln / Het Canale Grande te Venetië met verschillende gondelvaarders;;;Antonio style of Canaletto (?);;;1.0
584351;Bol, Ferdinand [Künstler:in];Vertumne et Pomone / Vertumnus und Pomona;;"Auf der Rückseite Aufkleber mit Inventarnummer und Siegel (sh. PDF ""GoudstikkerArtResearchProject.PDF"").";Ferdinand Bol;;;3.0
583620;Kreutzer, Felix [Künstler:in];Ansicht einer Hafenstadt;;bezeichnet;Felix Kreutzer;;;1.0
319373;Naiveu, Matthys [Künstler:in];Marktszene auf der Piazza Navona in Rom;1691 [Datierung];"signiert und datiert unten links: M. Naiveu 1691; Dr. Max Stern, Galerie-Inventar-Nr. 24http://www.concordia.ca/arts/max-stern/missing-works/stern-inventory-1936-37/2.html";Matthys Naiveu;;1691;2.0
595697;Beyer, Otto (1885) [Künstler:in];Blumenstillleben in weiß bemalter Keramik-Henkelkanne;1913 [Datierung];mit Signatur und Datierung unten links: Otto Beyer 13;Otto Beyer;Q15837877;1913;1.0
583605;Heimig, W. [Künstler:in];Dame in Weiß;;bezeichnet;W Heimig;;;1.0
591199;Roos, Philipp Peter [Künstler:in];Ein Hirte mit Schafen und Hunden;;;Philipp Peter Roos;Q470655;;1.0
586517;Wit, Jakob de [Künstler:in];Allegorie des Christentums / Allegorie;;"Links unten voll bezeichnet (signiert); auf der Rückseite Aufkleber mit Inventarnummer und Siegel";Jakob de Wit;;;5.0
578971;Adolf, Josef Frantisek [Künstler:in];Braunes Pferd mit rotem Sattel;1757 [Datierung];Literatur: Johann Georg de Hamilton (1672-1737) Malíř zvířat a lidí, Ludmila Ourodová-Hronková (ISBN 978-80-85033-66-3), mit Abb.;Josef Frantisek Adolf;;1757;3.0
587146;Cambiaso, Luca [Künstler:in];Die Heilige Magdalena mit einer Perlenkette / De Heilige Magdalena met paarlesnoer;;;Luca Cambiaso;Q712512;;1.0
302422;Kanoldt, Alexander [Künstler:in];Olevano / Gebirgslandschaft mit Stadt und Burg;;rechts unten signiert;Alexander Kanoldt;Q62544;;1.0
594395;Dietrich, Christian Wilhelm Ernst [Künstler:in];Ein paar Gegenstücke;;mit weiblichen Rokokofiguren als Allegorien des Frühlings und Herbstes;Christian Wilhelm Ernst Dietrich;Q536581;;2.0
308003;Hackaert, Jan [Künstler:in];Aufbruch zur Falkenjagd;;Auf einer zwischen hohen kräftigen Waldbäumen sich schlängelnden Straße, die rechts im Mittelpunkt verschwindet, eine Jagdgesellschaft mit Wagen und Hunden, Treibern, Falknern und Jägern. Mitte vorn Dame und Herr zu Pferde, begleitet von zwei Hunden. Goldrahmen. Ehemals Petersburg, Eremitage. Ehemals Petersburg, Sammlung Miatleff. Gegenstück in deutschem Privatbesitz;Jan Hackaert;Q1351444;;2.0
308662;Berckheyde, Job [Künstler:in];Fischmarkt in Amsterdam;;"Im Vordergrund überdachte Marktstände mit zahlreichen Fischhändlern und Herren und Damen. Rechts am Ufer ein Fischer mit einem Netz über der Schulter und neben ihm ein springender Hund. Dahinter Segelboote. Im Hintergrunde die alte Stadtwaage, die ""Oude Kerk"" und das ehemalige Amsterdamer Rathaus. Goldener Rahmen. Ausgestellt in der Ausstellung ""Oude Kunst"" in Amsterdamer Rijksmuseum 1929, Kat.-Nr. 8 (mit Abbildung). Ausgestellt in der ""College art association"", New York 1932.";Job Berckheyde;;;1.0
308724;Pannini, Giovanni Paolo [Künstler:in];Römisches Ruinenbild;;"Links das Pantheon, davor die Kolossalstatue des Herkules Farnese, verschiedene antike Fragmente weiter nach rechts; ganz am Rande rechts eine korinthische Tempelfront. Im Hintergrund eine Pyramide. Staffagefiguren. Das Bild ist vorwiegend in gelbgrünen und hellgrauen Farben gehalten. Goldener Rahmen. Aus der ehemaligen Sammlung Cremer (Galeriewerk Cremer, Textband S. 47).";Giovanni Paolo Pannini;Q286670;;3.0
573880;Erdtelt, Alois [Künstler:in];Bildnis eines älteren Mannes;;Hageres, bartloses Gesicht. Offener Hals über dunklem Gewand, schwarze Mütze. Brustbild fast von vorn. Bezeichnet oben links: A. Erdtelt 78.Quelle: Lempertz Auktion, Gemälde Alter Meister, Porzellan / Fayence, Katalog 403, Lot 68;Alois Erdtelt;Q30017593;;3.0
581564;Blechen, Karl [Künstler:in];Lesender Mönch;;Lesender Mönch, in Kreuzgang sitzend. Ausblick auf Landschaft mit Kirche. Ausgestellt in der Kunsthalle Bern Mai/Juni 1940;Karl Blechen;;;10.0
576179;Gogh, Vincent van [Künstler:in];Holländische Landschaft;;signiertQuelle: WGA Akte;Vincent van Gogh;Q5582;;6.0
594409;Malleyn, Gerrit [Künstler:in];Zwei Panneaux;1786 (ca.) [Datierung];mit exotischen Landschaften, Felsen, Flussläufe, Palmen und Wasservögel (Flamingos, Papageien, Enten u. a.);Gerrit Malleyn;Q3104315;1786 (?);1.0
584732;Defrance, Léonard [Künstler:in];Stilleven / Stillleben;1762 [Datierung];Signiert und datiert 1762;Léonard Defrance;;1762;1.0
585245;Oudry, Jean-Baptiste [Künstler:in];Jachthond / Jagdhund;;"Signiert; Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.";Jean-Baptiste Oudry;Q737137;;1.0
585260;Ragueneau, Abraham [Künstler:in];Man / Porträt;1660 [Datierung];Auf der Rückseite Aufkleber mit Inventarnummer und Siegel.;Abraham Ragueneau;Q16842301;1660;1.0
522249;Vermeer, Jan (der Ältere) [Künstler:in];Waldlandschaft;1689 [Datierung];"Mentioned in a letter from Stern to Dr. Hans Schneider at the RKD dated September 3, 1936. A photograph of this painting at the RKD (BD0586, Landschappen: Jacob van Ruisdael, J. Vermeer v. Haarlem 4) is mounted on card stock that includes the following: “J. Vermeer v. Haarlem / Dk. 84 x 120 c.M. / Gem.: J.v.d. Meer 1689 (1686?) / Vlg. Souheur, Keulen, 7-4-1921, no. 228 / Gal. Stern, Dusseldorp (1936) / Foto J. Söhn.”Die Weltkunst (Ausstellungen der Woche), Jahrg. X, Nr. 43 vom 1. November 1936; Jahrg. X, Nr. 44 vom 8. November 1936.";Jan Vermeer the Elder;Q1888498;1689;2.0
405194;Grosz, George [Künstler:in];Im 28. Stock / Schlafstube;1918 [Datierung];;George Grosz;Q107194;1918;3.0
586775;Schweininger, ? [Künstler:in];Alter Baum;;;Schweininger (?);;;1.0
583643;Perkand, Alexander [Künstler:in];Stillleben;;bezeichnet;Alexander Perkand;;;1.0
400520;Hirzel, Manfred [Künstler:in];2 Porträts von Familienmitgliedern;1928 (um) [Datierung];;Manfred Hirzel;Q19931491;1928 (?);1.0
585184;Neer, Aert van der (der Ältere) [Künstler:in];"Landschap bij maanlicht; Maanlandschap / Landschaft im Mondlicht";;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Aert van der Neer the Elder;;;2.0
308731;Pynacker, Adam [Künstler:in];Italienische Landschaft;;Im Mittelgrund einer felsigen Gegend ein Wasserfall, Vorn eine Ziegenherde, links ein Hirt und eine Hirtin. In der sonnigen Ferne Berge. Voll bezeichnet A. Pynacker in der Mitte unten. Goldrahmen.;Adam Pynacker;Q979137;;2.0
585189;Neufchatel, Nicolas [Künstler:in];Portret van een dame / Damenbildnis;;auf der Rückseite Aufkleber mit Inventarnummer und Siegel;Nicolas Neufchatel;;;1.0
577683;Huber, Ernst [Künstler:in];Winterlandschaft;1930 [Datierung];signiert;Ernst Huber;Q1358756;1930;1.0
